"","TCGA.A2.A0D0.01A","TCGA.A7.A0CE.01A","TCGA.A8.A07O.01A","TCGA.A8.A08H.01A","TCGA.AN.A0AL.01A","TCGA.AN.A0AR.01A","TCGA.AN.A0FJ.01A","TCGA.A2.A04P.01A","TCGA.A2.A04Q.01A","TCGA.A2.A04T.01A","TCGA.A2.A0CM.01A","TCGA.A2.A0D2.01A","TCGA.A8.A07C.01A","TCGA.A8.A07R.01A","TCGA.A8.A07U.01A","TCGA.A8.A08R.01A","TCGA.AN.A04D.01A","TCGA.AN.A0AT.01A","TCGA.AN.A0FL.01A","TCGA.AN.A0FX.01A","TCGA.AN.A0G0.01A","TCGA.AO.A0J4.01A","TCGA.AO.A0J6.01A","TCGA.AQ.A04J.01A","TCGA.B6.A0I2.01A","TCGA.B6.A0I6.01A","TCGA.B6.A0IJ.01A","TCGA.B6.A0IQ.01A","TCGA.BH.A0E6.01A","TCGA.BH.A0HL.01A","TCGA.A2.A04U.01A","TCGA.A7.A0DA.01A","TCGA.AO.A12F.01A","TCGA.AR.A0TS.01A","TCGA.AR.A0U1.01A","TCGA.BH.A0AV.01A","TCGA.BH.A0BG.01A","TCGA.BH.A0BL.01A","TCGA.BH.A0BL.11A","TCGA.BH.A0BW.01A","TCGA.BH.A0BW.11A","TCGA.BH.A0DL.01A","TCGA.BH.A0DL.11A","TCGA.C8.A12K.01A","TCGA.C8.A12V.01A","TCGA.C8.A131.01A","TCGA.C8.A134.01A","TCGA.D8.A142.01A","TCGA.D8.A143.01A","TCGA.D8.A147.01A","TCGA.E2.A14R.01A","TCGA.E2.A14X.01A","TCGA.E2.A159.01A","TCGA.AR.A1AH.01A","TCGA.BH.A18G.01A","TCGA.BH.A18K.01A","TCGA.BH.A18K.11A","TCGA.BH.A18Q.01A","TCGA.BH.A18Q.11A","TCGA.BH.A18V.01A","TCGA.BH.A18V.11A","TCGA.E2.A14Y.01A","TCGA.E2.A14Y.11A","TCGA.E2.A150.01A","TCGA.E2.A158.01A","TCGA.E2.A158.11A","TCGA.BH.A0B3.01A","TCGA.BH.A0B9.01A","TCGA.AO.A0JL.01A","TCGA.BH.A0E0.01A","TCGA.B6.A0RE.01A","TCGA.A2.A0SX.01A","TCGA.A2.A0ST.01A","TCGA.A2.A0T2.01A","TCGA.B6.A0RU.01A","TCGA.B6.A0RT.01A","TCGA.A1.A0SK.01A","TCGA.BH.A0HN.01A","TCGA.AR.A0TP.01A","TCGA.BH.A0RX.01A","TCGA.A1.A0SO.01A","TCGA.A2.A0T0.01A","TCGA.AO.A124.01A","TCGA.AO.A128.01A","TCGA.AO.A129.01A","TCGA.A7.A0CE.11A","TCGA.BH.A0B3.11B","TCGA.BH.A0E0.11A","TCGA.AR.A0U4.01A","TCGA.A2.A0YJ.01A","TCGA.B6.A0X1.01A","TCGA.A2.A0YM.01A","TCGA.BH.A0WA.01A","TCGA.AR.A0U0.01A","TCGA.A2.A0YE.01A","TCGA.AN.A0XU.01A","TCGA.AR.A0TU.01A","TCGA.B6.A0WX.01A","TCGA.E2.A1B5.11A","TCGA.AR.A1AQ.01A","TCGA.A7.A13E.01A","TCGA.A7.A13E.11A","TCGA.AR.A1AJ.01A","TCGA.E2.A1B5.01A","TCGA.A7.A13D.01A","TCGA.E2.A1AZ.01A","TCGA.AR.A1AI.01A","TCGA.AR.A1AY.01A","TCGA.BH.A1F0.11B","TCGA.AR.A1AR.01A","TCGA.E2.A14N.01A","TCGA.BH.A1F0.01A"
"cg00673191",0.636410896,0.682477492,0.36403051,0.487485219,0.255645097,0.244725213,0.323877416,0.261395627,0.621611179,0.648216863,0.6464926,0.417486877,0.639839419,0.482744137,0.565877863,0.643701528,0.482116041,0.623690237,0.110440035,0.565893356,0.505327071,0.601416193,0.473944466,0.548978665,0.624536598,0.661934156,0.615119683,0.333865509,0.575425791,0.128797167,0.495614035,0.583414255,0.41779307,0.53355352,0.441094688,0.468973214,0.34196791,0.369578648,0.314293998,0.395074397,0.481839623,0.270022515,0.352828116,0.5285144,0.606387764,0.201763668,0.5622701,0.277280265,0.250901713,0.340244866,0.588692442,0.537591748,0.303509872,0.273938969,0.404503106,0.170583263,0.259857711,0.453842737,0.263548203,0.31816092,0.229453167,0.197652252,0.259966973,0.450562386,0.414691763,0.322726815,0.666693292568348,0.632438340246726,0.706604352421724,0.354711167226437,0.354637573724991,0.436557938369276,0.652145718565672,0.439350919007985,0.533857146337674,0.777891168644299,0.721417676322327,0.125162847227523,0.884508423270146,0.773846379128745,0.635606962922707,0.33993812273879,0.735774424968759,0.921792956041631,0.742381798400226,0.393267349374495,0.414683120899726,0.385315315474703,0.462094302247415,0.721685649588718,0.83197578262076,0.8781086922242,0.594045776078157,0.802473112562523,0.456216860243851,0.67482852897236,0.659073106078976,0.46580878824652,0.366012852471842,0.555512202624317,0.855128171370251,0.521722610881172,0.481488016898518,0.550102693350262,0.630090059787999,0.802123444030867,0.494299626933592,0.529195966524739,0.428287433084524,0.322771849541597,0.582072319284643,0.767590605319149
"cg00679738",0.03921361,0.049914,0.054562355,0.210142055,0.04601227,0.036136139,0.045997568,0.044230844,0.097040861,0.056937867,0.486163577,0.058334925,0.048910701,0.052904156,0.054636077,0.06102254,0.063008792,0.042715731,0.038277126,0.052557858,0.071927562,0.041710852,0.072074478,0.061707188,0.044568783,0.059836533,0.055029065,0.061798786,0.047167585,0.675748282,0.023954038,0.039102593,0.033124312,0.058702152,0.039736391,0.040616602,0.047967305,0.039798851,0.034381663,0.034989,0.035265144,0.042638587,0.040445982,0.037063779,0.031125685,0.049334666,0.028523135,0.029296959,0.032983709,0.074821646,0.040642672,0.039342654,0.026732217,0.042226914,0.083626361,0.058558173,0.05227951,0.051201712,0.055745165,0.050376064,0.03679927,0.04382779,0.02529965,0.039851934,0.038133098,0.047367616,0.0626593030002644,0.0464115880382078,0.0946401539033097,0.0299266236268909,0.0231761208188118,0.0356989687374554,0.0410492253613731,0.046677043208698,0.0292595858774777,0.0394012668300419,0.0301568862905908,0.336949508568851,0.0649723594864357,0.0374958444960798,0.0320429733043016,0.0418108021187129,0.0471296096016545,0.0497670356336434,0.0466162798568055,0.0400940771273278,0.0389039930359531,0.0494111684441109,0.0531126887252608,0.0355362190974039,0.0467579255758683,0.0356222334261303,0.0371710098539594,0.0414095300151447,0.0449638386983169,0.029671297955966,0.0704793418281609,0.0498934858236733,0.0378036827416417,0.0512066110493137,0.0310077053053518,0.0254797070676367,0.0254733040157042,0.0685031813326759,0.0331853652864691,0.0330957341925986,0.0314560175974451,0.032634738071895,0.034055390414504,0.029714114296017,0.037710246933147,0.0317221480532015
"cg00777121",0.366192063,0.04495861,0.195753473,0.39264085,0.048717585,0.761086624,0.048115208,0.1043837,0.162224477,0.094765292,0.06345543,0.139531922,0.056434362,0.412973401,0.064016458,0.652106084,0.089784564,0.071120783,0.036274338,0.601584133,0.069928544,0.052753126,0.650628366,0.161030984,0.056502335,0.100455023,0.092428141,0.075344428,0.154571823,0.828872913,0.107352158,0.218871887,0.808766697,0.31077785,0.380396653,0.466492158,0.035542468,0.09131678,0.16547619,0.074991065,0.06723913,0.035795303,0.179586187,0.039653246,0.103258736,0.56163338,0.61793491,0.608173414,0.724222671,0.027961194,0.058129371,0.602999095,0.036689265,0.687395829,0.349735298,0.554622915,0.241953164,0.064392387,0.249906402,0.044860532,0.112120922,0.665063224,0.136655618,0.057630515,0.044787035,0.063753465,0.0703963077553392,0.0431699504804266,0.795676575632293,0.611633483186518,0.482985567369506,0.0394263865288928,0.0706086878439759,0.399474553531109,0.433118312472933,0.0547298114900812,0.107865231195586,0.794916294587004,0.0563180264539761,0.274628893204601,0.831742196581081,0.0659382172450093,0.0759961238919904,0.062786664655158,0.0619144452511763,0.296145036861533,0.465792005358473,0.366330795098307,0.0474079646693036,0.0606796110537765,0.0511906881361866,0.0723897368747386,0.0577584766821133,0.547507471243156,0.0949147841869517,0.0577024346328039,0.347217067314901,0.0672862215071488,0.147198915031701,0.0595185483722533,0.638367536169721,0.225657565805448,0.0532732332600751,0.514792896551805,0.538730617152826,0.0538801515622896,0.0479318040732606,0.0555382165791178,0.181614502595839,0.0446337458657282,0.0869884356499367,0.0526810666499185
"cg00807586",0.079533042,0.060069866,0.095121353,0.20083871,0.064119952,0.051346426,0.08691344,0.057997513,0.298129496,0.073011447,0.062686892,0.112669658,0.048567009,0.056345384,0.075942613,0.06568044,0.754436044,0.059004844,0.035981125,0.247488102,0.059667903,0.065798801,0.479300109,0.088792079,0.075372767,0.103266482,0.097025282,0.073123369,0.4461834,0.825062395,0.09140149,0.108523965,0.038410771,0.091192214,0.097928437,0.062159485,0.056883204,0.065163139,0.125706684,0.065752571,0.077575918,0.295064935,0.153416149,0.076047594,0.042443904,0.066533694,0.577054795,0.060734302,0.568235547,0.047282517,0.042304989,0.076220904,0.273556231,0.05351713,0.463089077,0.194619298,0.202327214,0.086533212,0.201747126,0.053381728,0.190061787,0.058866431,0.159159664,0.108277592,0.036300648,0.047789908,0.0623096305842337,0.0537187123758989,0.226625342792445,0.0572731184980122,0.0452861614808239,0.043281847810446,0.0609164790795225,0.142241258836252,0.377263947243405,0.0424804436354945,0.046449886962658,0.560528513998372,0.849833380895892,0.0537829709288514,0.0246512856434699,0.0472445249988353,0.0508632762116865,0.0479283632765738,0.065801908393422,0.30027815895636,0.219722765503149,0.415625303626279,0.0412966358969379,0.0409989306749003,0.131688154763664,0.0417424688531883,0.0620582723582158,0.381750377399611,0.0590626024569173,0.0424186575554029,0.0550494595269907,0.0821825524455799,0.288385037695246,0.0309649151598578,0.0389284937127861,0.0834268943198431,0.0380991098979422,0.110247468246175,0.0528241501602578,0.0425808206091825,0.0319773996309404,0.0363203568374065,0.156197636384649,0.0383721432954204,0.0597250395219203,0.0433573263694385
"cg00839584",0.078561065,0.159759964,0.218016003,0.34313908,0.259379968,0.194745308,0.115985431,0.221061429,0.395241891,0.446538401,0.252794562,0.341469489,0.191310441,0.227369234,0.374804207,0.391145833,0.119977767,0.151774986,0.063003916,0.348804368,0.15412697,0.398793042,0.453103863,0.3193077,0.203890695,0.16529567,0.451291878,0.297840714,0.246273167,0.790689795,0.05586749,0.578353732,0.073862434,0.488992762,0.246192518,0.326931377,0.174388436,0.254746619,0.34848883,0.232848935,0.405471125,0.18901543,0.393144081,0.256259205,0.359674608,0.25154969,0.598146588,0.162205783,0.228816061,0.145399957,0.485785536,0.326302083,0.289580514,0.09843874,0.153089533,0.455691057,0.293429698,0.155447606,0.319267516,0.13057831,0.324794007,0.132805471,0.259649667,0.188182314,0.064775568,0.398331347,0.339782552916207,0.321083182116269,0.102134319043185,0.404304158612939,0.250670020942385,0.26485437313736,0.543428373301067,0.773501269498762,0.322242761955652,0.552635755619504,0.95407317375984,0.901660231684316,0.105025853557937,0.538223163642209,0.913449703905516,0.188873220475366,0.0975338609605226,0.683291927068284,0.293527818696116,0.519186029334654,0.520359358448171,0.565264361495068,0.352366047921228,0.102504347629202,0.255624339272223,0.206955849656235,0.204923698568484,0.27386397402694,0.1252179727967,0.311576509408917,0.500828958974628,0.238995216153638,0.379654563856382,0.28352347290293,0.0633228951138942,0.439290118556113,0.407022285091949,0.662987729021509,0.437271165062737,0.314625730081178,0.318066615916071,0.105572146445803,0.417481880591231,0.223209974078085,0.511622342231817,0.413513957002343
"cg00893242",0.055049505,0.067136886,0.273431704,0.131476625,0.085759943,0.056167611,0.070434783,0.057031554,0.096023482,0.078897187,0.224233559,0.072801037,0.063384985,0.062996032,0.079452874,0.080935133,0.350057094,0.082232762,0.0413582,0.114024605,0.066254264,0.045694435,0.091589537,0.136238952,0.06690969,0.105980371,0.094942783,0.063896648,0.072657881,0.332454792,0.047300526,0.057403896,0.044444444,0.144711031,0.086513362,0.065399665,0.060963618,0.141103387,0.077834635,0.04668553,0.030757251,0.054648565,0.058314801,0.088023952,0.036950252,0.052122409,0.046963805,0.087161545,0.095741557,0.036278132,0.027845777,0.114730539,0.071166054,0.065809119,0.173652695,0.085467448,0.094880905,0.083500502,0.081938519,0.07720628,0.083824134,0.188852561,0.094518667,0.092815587,0.038580931,0.084891058,0.142655382687309,0.0969820451212709,0.0905534731487938,0.0912227325347365,0.138353155031912,0.132386101581942,0.089636317202449,0.0815883903120483,0.0982399199173607,0.121856785131978,0.0574869046375862,0.452799752382732,0.0545660147785867,0.0870714464916087,0.0696846605939989,0.15137811824357,0.117506420456285,0.111221939895349,0.105865101531336,0.201201262511338,0.221560359126775,0.153754973472946,0.0744656025053238,0.107471589261813,0.05662122296479,0.323388621310669,0.115515423613284,0.398346305678876,0.0803106418238132,0.0752703745348519,0.0631901777318207,0.11089918630117,0.118093995399166,0.0670218171303935,0.630646306553181,0.161401429678976,0.0610358852362495,0.122082357829829,0.106138649451127,0.0428624311120656,0.0468228802811593,0.0583772304016137,0.146800872807192,0.0499698680936612,0.0513839586555292,0.0615289285135257
"cg00916635",0.560864923,0.704805749,0.175548961,0.411366906,0.463566771,0.664499943,0.183317032,0.336686225,0.331795257,0.438278008,0.34219819,0.254604704,0.482288828,0.275093516,0.386623361,0.597547255,0.403448683,0.206236712,0.798155738,0.294645212,0.625965144,0.479958624,0.471865745,0.29343405,0.206210875,0.587846312,0.266373802,0.355784989,0.450587422,0.831923787,0.163664122,0.311823802,0.796071635,0.353686344,0.385243988,0.309738503,0.646069968,0.312748395,0.48847185,0.534031414,0.306066536,0.159460288,0.591267998,0.523047977,0.331093692,0.176756518,0.711947627,0.34848,0.379565217,0.142142559,0.537366548,0.258905619,0.198766278,0.205710274,0.170135164,0.511531925,0.639015308,0.16290893,0.628245067,0.451123889,0.580691348,0.168767792,0.615403129,0.461244019,0.098368821,0.650419568,0.290364166566977,0.15680952837168,0.529789971999624,0.154759523841864,0.197627436605384,0.539832177300005,0.206129666025627,0.254540940354079,0.743494849586188,0.122139829428869,0.891114400010412,0.900792795341015,0.954598308405714,0.296695934274234,0.946657966983647,0.209793137061703,0.117912648764398,0.575636056668382,0.198898186677887,0.803273999441021,0.770897195100359,0.7927942984277,0.558899302912074,0.179465359480018,0.464954275503998,0.0890502735050137,0.21364757202134,0.195000688675775,0.151447978742985,0.312689194161681,0.309172539882516,0.58095759857371,0.620148129076401,0.16385543438377,0.129010929391009,0.734371454212987,0.0976627509952637,0.444867552990917,0.341729205003435,0.259110145634466,0.0329752628910185,0.125892558448665,0.69695327497752,0.586911150479239,0.455943430039525,0.558662849617671
"cg00953256",0.845704791,0.754155659,0.482811646,0.734339315,0.755307567,0.697746742,0.387884849,0.44738676,0.706534385,0.463827258,0.550651659,0.588193784,0.39496062,0.523971622,0.763728271,0.71204536,0.730254686,0.530674623,0.589774173,0.746890792,0.56381015,0.513541542,0.595022705,0.752529433,0.5261957,0.591546795,0.575855632,0.465341338,0.746009496,0.228002359,0.244800587,0.653338691,0.925814171,0.803825921,0.747611912,0.787873157,0.627366068,0.71549071,0.521180556,0.498214808,0.790111265,0.724822164,0.759646426,0.71171832,0.800100326,0.62064418,0.921391877,0.537122395,0.618587896,0.558850617,0.875461785,0.632007288,0.517703349,0.638244854,0.823980112,0.356097925,0.637285491,0.621867069,0.65535529,0.39234104,0.675747572,0.37963005,0.716649398,0.803233361,0.264004188,0.653699902,0.49880940127499,0.433863264076603,0.825714972421722,0.758603659506036,0.648671529835294,0.421355070487483,0.734469699843828,0.817760664259009,0.628138673777144,0.80595553101436,0.0802850496217546,0.272656041227003,0.933217872309407,0.750380295497114,0.825284639533122,0.605443691566958,0.617538056776542,0.821302871086168,0.725150548265548,0.649125373149949,0.572658845015032,0.601782265789338,0.473352043218657,0.732046646211276,0.448168326574969,0.844486364306272,0.686893088143356,0.55629060820107,0.268815903712684,0.444235346566871,0.799879003116997,0.673913763964216,0.536741208299877,0.522772862900591,0.300538230750456,0.641603702087775,0.564418151671564,0.61140967368947,0.594292546354797,0.708530072854017,0.506473001684781,0.794629289557502,0.604884189087862,0.416219374621886,0.723787726326335,0.738081753690046
"cg00995327",0.076819407,0.108233732,0.090846175,0.167718033,0.081244779,0.122928874,0.079596935,0.128446115,0.411435873,0.116217017,0.12444326,0.117931904,0.118696294,0.135435626,0.128576173,0.147103733,0.130636547,0.137836831,0.117613474,0.140174507,0.115514741,0.115249119,0.138433689,0.129476584,0.134215735,0.152158918,0.137986781,0.128962901,0.117349385,0.09769293,0.077012641,0.059792366,0.044432882,0.081103001,0.075827758,0.056036816,0.06548484,0.091428136,0.052593222,0.064042599,0.055340206,0.060833274,0.051284879,0.064233377,0.056841922,0.539468924,0.775351014,0.078649104,0.063883185,0.058966625,0.058135413,0.069145776,0.057123034,0.070255855,0.060852147,0.079736826,0.082041588,0.075105091,0.104352907,0.067132791,0.066074581,0.434736371,0.061334211,0.088991042,0.067167076,0.058406898,0.0448872313828514,0.0495889025016982,0.0371817582743214,0.050241405845411,0.0424644591224027,0.0408117602124455,0.027363329266595,0.048634626365674,0.040915259409525,0.0418247749243862,0.026404924313277,0.703447636835707,0.0509554921119578,0.0491956835439646,0.0550172197978393,0.0611835616334572,0.0582364348659841,0.0500204804848574,0.0481527524945264,0.0676136178907007,0.0487495878337456,0.0437892667790113,0.340409313645615,0.0678764563930474,0.0418786668510256,0.0451400232441294,0.0414447343414587,0.0405560905973312,0.0474251730572484,0.0503101734550246,0.0536243401476366,0.0524011600623445,0.031330877101056,0.0434501598343676,0.0417550299253096,0.0431126092799799,0.0278902654371802,0.276259172195268,0.0346134440148647,0.0357335628798881,0.0461421749798256,0.0348606935946883,0.0423212880166664,0.0316792319386482,0.0398431236735739,0.0404580201902645
"cg01017147",0.174726277,0.499288075,0.186273205,0.386381496,0.407097622,0.176229163,0.122743568,0.242498529,0.504501095,0.372551806,0.659986231,0.327583975,0.232200439,0.260328675,0.301489668,0.237088957,0.266755236,0.292369811,0.196908722,0.420781628,0.221440777,0.245492372,0.340994206,0.372430924,0.214882353,0.342016626,0.590488615,0.301903068,0.582693695,0.7707145,0.178411457,0.287741561,0.161091696,0.287694974,0.252704073,0.170579604,0.128533995,0.297171885,0.342105263,0.272638754,0.293192541,0.224589139,0.389155243,0.211033237,0.289830051,0.541065898,0.103909242,0.107573627,0.248502112,0.169720398,0.16766963,0.171996274,0.282237525,0.615324675,0.756297678,0.442450445,0.374796784,0.17554487,0.373249947,0.15017245,0.429017311,0.701241879,0.377639433,0.156512481,0.071567863,0.27933808,0.247381149433927,0.259184480645224,0.36034435543547,0.179399241781773,0.235352613025734,0.200494044596384,0.367643028068902,0.233035782603999,0.296881966187925,0.490935274090135,0.196927848387507,0.815178630963443,0.17144912283232,0.355981932759778,0.246204352480225,0.328450676814215,0.359306246851177,0.304028706050386,0.250312587266656,0.482824144883535,0.479870699225302,0.519571106655083,0.411399500046042,0.103530760105003,0.284723442456633,0.217338828285455,0.206201776177208,0.34758739967602,0.285723559480046,0.147445778985647,0.760086970203852,0.62557976627803,0.369296966617122,0.449781937767654,0.140285679530369,0.338646302117074,0.529470241281447,0.485629097994703,0.142492472563596,0.256440672309181,0.265561935686762,0.164859351168436,0.47483502804025,0.314099539088929,0.375374112155161,0.305685564681767
"cg01078276",0.442944884,0.14811617,0.114637504,0.177142623,0.376342482,0.061747812,0.059461913,0.195604567,0.414987245,0.082493395,0.601613205,0.063434565,0.093958241,0.129163691,0.059512715,0.411118883,0.13347788,0.091410021,0.043402411,0.558632499,0.073904464,0.079879529,0.584414289,0.077044978,0.072379125,0.173943517,0.24405264,0.059587069,0.108464449,0.50571322,0.053774105,0.235965678,0.030968468,0.197597233,0.11292547,0.044415638,0.145442458,0.049577889,0.054826435,0.216576144,0.058581852,0.052969713,0.060220526,0.10371265,0.077206128,0.042200407,0.247666459,0.043556432,0.383924205,0.045352042,0.060208388,0.189699631,0.088154784,0.103267022,0.459919922,0.116033489,0.064381735,0.090807223,0.071920653,0.066254134,0.088375864,0.155901427,0.062811996,0.0928767,0.034072001,0.03906218,0.293682858496585,0.0480817998875644,0.397400791842916,0.10579786659334,0.21565265209672,0.0999764367554795,0.0877336855552862,0.197855617365684,0.156413141092825,0.121532533077608,0.0235323094091274,0.663932837548404,0.354568313402624,0.0993474694220843,0.0747867050369233,0.135950412532995,0.0710379040214656,0.393439141371097,0.0726493299199761,0.13995800211404,0.192995976495827,0.194656739110201,0.0868605601486478,0.0852286671715906,0.304994120338718,0.0731901954222386,0.147743456096532,0.527557788528351,0.0709543285455064,0.0737617298386113,0.0844469218573119,0.0965025879861966,0.118292761068331,0.0898077884116886,0.0723543208616873,0.0524060116168138,0.321891086095083,0.34495240054422,0.146672013464467,0.0812551001223956,0.0616839056847621,0.14467054603711,0.148410164927924,0.124255586122599,0.11084792643704,0.0693479827495946
"cg01109219",0.841627907,0.787401575,0.66785951,0.706795859,0.427284595,0.524632499,0.430468315,0.240595833,0.672517916,0.748982821,0.626598465,0.511729858,0.826081925,0.640065765,0.679741205,0.669866332,0.695929429,0.688965179,0.242385517,0.852504128,0.656789161,0.649281533,0.624973136,0.659773918,0.763358005,0.780855768,0.738082252,0.634911448,0.734463992,0.322926522,0.865779927,0.871563089,0.872020075,0.697028068,0.697392924,0.841422594,0.595050619,0.667619956,0.623824451,0.418452692,0.705716586,0.629901179,0.791192479,0.744507975,0.562075134,0.565769806,0.791009924,0.566946257,0.284125379,0.666204506,0.825763508,0.665514261,0.682258603,0.648492792,0.866992665,0.416565164,0.744417476,0.754188547,0.673658236,0.486992463,0.670800925,0.500943651,0.790896159,0.762174697,0.455455983,0.697851303,0.866564642938519,0.8402170878045,0.772711841605004,0.896810441643394,0.865229825968462,0.773143905849321,0.772712629396385,0.855547487808373,0.891075805334023,0.845233565850932,0.70432175960463,0.28106266658526,0.908048381631939,0.766558694212279,0.883740819693358,0.506341288480063,0.778893579638364,0.844521001573296,0.88361185856225,0.824393378761045,0.870575083649112,0.909845098596486,0.781045438693514,0.933767138670081,0.90512692340599,0.854732507997889,0.836873515023186,0.852812030377823,0.695183890694362,0.868464439300501,0.854756439949073,0.832810463435938,0.81800603794877,0.784191012943172,0.91837472371433,0.870015190238971,0.788589557016687,0.580463993411349,0.869622193386743,0.790814103026027,0.505100950751235,0.9189176410498,0.883246108615139,0.721447022613767,0.766411461837058,0.759085051707309
"cg01114088",0.11137163,0.084353741,0.161073826,0.28260488,0.049776248,0.079881218,0.132750998,0.47994403,0.130044251,0.11658427,0.67081577,0.121570248,0.118158183,0.245280493,0.135742341,0.081835987,0.163081862,0.074621733,0.046123185,0.623233481,0.074806845,0.073750991,0.509249058,0.108012885,0.081746651,0.119231036,0.228787776,0.195084128,0.215914343,0.878844888,0.696072383,0.261886405,0.051146384,0.34339179,0.14594514,0.210946707,0.042259657,0.100859865,0.122633745,0.048951049,0.07609625,0.181483301,0.226831037,0.106401017,0.069222889,0.218057235,0.663912659,0.084511147,0.67935743,0.086210461,0.051020408,0.156785469,0.497369959,0.067767532,0.324287187,0.608910891,0.114638618,0.057174151,0.08846928,0.08372586,0.184230829,0.66466504,0.061891064,0.088000951,0.040640081,0.092433167,0.180178151757676,0.0616041710695217,0.0514356991203698,0.0549487729330345,0.571908642594012,0.582534897526154,0.126584070308208,0.0608265770585593,0.158551622609312,0.318812244377099,0.0487005623440324,0.575173163151751,0.213219085497713,0.13868747959532,0.923433592728599,0.0492875220905477,0.0862594932702825,0.143906403824237,0.197762973527623,0.149133272468235,0.365798301192891,0.0745470836637405,0.334330738593716,0.0555842936038101,0.118875893067959,0.809039902296642,0.0708601325183396,0.0675046401710738,0.0871806712478708,0.438363573919694,0.100390124014002,0.144689104172881,0.088514088250393,0.164238827994868,0.110151166234857,0.197874051318974,0.0599257093352972,0.368008603411399,0.0869209802609558,0.0505824719506122,0.0739521860149672,0.0682921878504687,0.16253679612485,0.0687264976249815,0.25948623601171,0.0808363212470351
"cg01200060",0.169908142,0.050248181,0.047884091,0.093240686,0.034539974,0.043366565,0.056642328,0.049112426,0.074203303,0.049902701,0.056633426,0.048161232,0.04504635,0.034513521,0.044541192,0.120733427,0.037465229,0.043232994,0.027789638,0.045659449,0.049922506,0.049141806,0.061015186,0.0513696,0.047562612,0.059364162,0.096384777,0.048496187,0.042780266,0.626106484,0.079098542,0.094853287,0.086059779,0.088849609,0.094116312,0.102183444,0.107073419,0.0881927,0.06347489,0.069109987,0.081730949,0.098880665,0.094487179,0.09746775,0.097205171,0.254477719,0.04480863,0.14942602,0.054444143,0.063947216,0.075732357,0.061408248,0.130397453,0.096094379,0.099159836,0.187707729,0.130749354,0.123662175,0.100297764,0.08183365,0.101636616,0.068606109,0.077621822,0.084340845,0.104592897,0.091484888,0.0648737292970461,0.0672464588233151,0.0620891384120689,0.0731407302184683,0.0535460885557325,0.0780708766521973,0.0634505808545906,0.134663474697452,0.0860306163515543,0.0684941064633479,0.0551643049401348,0.110472842739618,0.0777155424764181,0.0776617130171617,0.044656223036858,0.045109200214373,0.053103726710282,0.0778968738150325,0.0782877033088083,0.144403282533137,0.0851652453681023,0.0926651313803705,0.0724464816885674,0.064159464359993,0.0892458375713891,0.555458995278749,0.0943467387114541,0.18912324476631,0.102040137744141,0.0671430132913986,0.123314114421332,0.077988541673619,0.0682610535131183,0.0770093473599884,0.0532917513165658,0.0886032797613614,0.0740028813488419,0.0756239237843435,0.067428588385576,0.165299789030529,0.0677084644240351,0.0547492022053834,0.105916175109301,0.0595444941233878,0.0868015911445646,0.0719811923959557
"cg01262913",0.102484918,0.12688232,0.147982972,0.170919107,0.104721292,0.096272799,0.099559359,0.122961957,0.155267365,0.139505968,0.130389475,0.204713206,0.115681696,0.123583744,0.156591748,0.140695348,0.141596497,0.125213821,0.070938215,0.135721469,0.137225734,0.117047148,0.121569633,0.157406597,0.150867311,0.19893519,0.128494867,0.11987074,0.158535651,0.353194668,0.08297736,0.218196857,0.12568691,0.165753124,0.312147424,0.201560909,0.106628242,0.147380653,0.144892635,0.12238511,0.141014101,0.119745411,0.179822649,0.180796191,0.140377133,0.118323989,0.115577889,0.194437389,0.099544419,0.099283808,0.076239536,0.113067433,0.114892103,0.126576773,0.152064451,0.217595125,0.165787827,0.081896552,0.214568421,0.138042837,0.211137281,0.099222755,0.144303295,0.149898645,0.0645582,0.311735006,0.181819596349697,0.121111968047659,0.095414642777321,0.0783876047508558,0.138248362638025,0.128680771728949,0.143656786685925,0.100844872909294,0.191748251274178,0.176274207722497,0.0503652769783799,0.295640014447951,0.0652507054746533,0.227380909807827,0.0559264014151266,0.253875985568194,0.113911645654745,0.154261227206313,0.150147733332687,0.292593124591838,0.251443491531048,0.239351008051912,0.104362716954361,0.145493585340527,0.0912652278743186,0.0944000795970596,0.209734908061937,0.103971845167115,0.113911771344947,0.135354907375982,0.0729328497392997,0.196866379627906,0.255410215149564,0.133896013046792,0.0955478521457441,0.234430939074515,0.111353199059611,0.329577290097853,0.219349226133583,0.132898046057296,0.104949330550806,0.137230519880145,0.279556282826794,0.0899257552959062,0.175646167763349,0.159355061975228
